trace_id,created_at,entity_type,entity_id,signal,triggered_rule,evidence,business_impact,generated_action,confidence_level,run_id,generated_at
TRC-0000001363,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-AE355177 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-AE355177 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001364,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-748F29C4 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-748F29C4 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001365,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-539E0FF5 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-539E0FF5 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001366,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-11CC17DA is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-11CC17DA is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001367,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-CC0967CE is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-CC0967CE is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001368,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-638E908F is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-638E908F is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001369,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-BF477D7D is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-BF477D7D is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001370,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-667B7386 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-667B7386 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001371,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-1031F6CD is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-1031F6CD is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001372,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-132002C2 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-132002C2 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001373,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-55EDBD7B is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-55EDBD7B is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001374,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-F633B3A2 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-F633B3A2 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001375,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-127071E0 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-127071E0 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001376,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-C9C66271 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-C9C66271 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001377,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-DE546628 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-DE546628 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001378,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-FFCAFB94 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-FFCAFB94 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001379,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-56A5AD95 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-56A5AD95 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001380,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-BF2D5123 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-BF2D5123 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001381,2026-05-01T00:00:00+00:00,Recommendation,REC_005,Subscription SUB-65AF39E8 is Past Due — $199.00/month outstanding.,REC_005,Subscription SUB-65AF39E8 is Past Due — $199.00/month outstanding.,$199.00 potential impact (score: 358.2),Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,High,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001382,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001383,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001384,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001385,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001386,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001387,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001388,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001389,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001390,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001391,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001392,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001393,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: Critical. Drivers: Low NPS, Failed Payments, High Support Burden.",REC_004,"Churn risk band: Critical. Drivers: Low NPS, Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001394,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001395,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001396,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001397,2026-05-01T00:00:00+00:00,Recommendation,REC_004,Churn risk band: High. Drivers: Failed Payments.,REC_004,Churn risk band: High. Drivers: Failed Payments.,$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
TRC-0000001398,2026-05-01T00:00:00+00:00,Recommendation,REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",REC_004,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",$199.00 potential impact (score: 398.0),Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,Medium,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
